id,configuration string
63,-barrier_algorithm '2' -barrier_crossover '0' -barrier_limits_corrections '25967' -barrier_limits_growth '5.271104141874081' -barrier_ordering '2' -barrier_startalg '4' -emphasis_memory 'no' -emphasis_mip '2' -emphasis_numerical 'no' -feasopt_mode '5' -lpmethod '5' -mip_cuts_cliques '-1' -mip_cuts_covers '-1' -mip_cuts_disjunctive '2' -mip_cuts_flowcovers '1' -mip_cuts_gomory '2' -mip_cuts_gubcovers '-1' -mip_cuts_implied '-1' -mip_cuts_mcfcut '-1' -mip_cuts_mircut '-1' -mip_cuts_pathcut '0' -mip_cuts_zerohalfcut '0' -mip_limits_aggforcut '50684' -mip_limits_cutpasses '44702' -mip_limits_cutsfactor '14206.290014576805' -mip_limits_gomorycand '105' -mip_limits_gomorypass '37318' -mip_limits_submipnodelim '453' -mip_ordertype '3' -mip_strategy_backtrack '0.8028749658433627' -mip_strategy_bbinterval '232' -mip_strategy_branch '1' -mip_strategy_dive '3' -mip_strategy_file '0' -mip_strategy_fpheur '-1' -mip_strategy_heuristicfreq '34728.665822811985' -mip_strategy_lbheur 'no' -mip_strategy_nodeselect '0' -mip_strategy_order 'yes' -mip_strategy_presolvenode '2' -mip_strategy_probe '1' -mip_strategy_rinsheur '43850' -mip_strategy_search '0' -mip_strategy_startalgorithm '6' -mip_strategy_subalgorithm '3' -mip_strategy_variableselect '0' -network_netfind '1' -network_pricing '0' -perturbation_constant '3.2896562897566018E-6' -preprocessing_aggregator '32184' -preprocessing_boundstrength '-1' -preprocessing_coeffreduce '-1' -preprocessing_dependency '0' -preprocessing_dual '-1' -preprocessing_fill '16' -preprocessing_linear '0' -preprocessing_numpass '52121' -preprocessing_reduce '0' -preprocessing_relax '1' -preprocessing_repeatpresolve '-1' -preprocessing_symmetry '4' -read_scale '1' -sifting_algorithm '0' -simplex_crash '0' -simplex_dgradient '2' -simplex_limits_perturbation '26599' -simplex_limits_singularity '12440' -simplex_perturbation_switch 'yes' -simplex_pgradient '4' -simplex_pricing '51837' -simplex_refactor '2474.114027780271' -simplex_tolerances_markowitz '0.9058836993923547'
64,-barrier_algorithm '1' -barrier_crossover '2' -barrier_limits_corrections '37164' -barrier_limits_growth '8.587913758308569E8' -barrier_ordering '1' -barrier_startalg '2' -emphasis_memory 'no' -emphasis_mip '4' -emphasis_numerical 'yes' -feasopt_mode '0' -lpmethod '2' -mip_cuts_cliques '2' -mip_cuts_covers '-1' -mip_cuts_disjunctive '2' -mip_cuts_flowcovers '1' -mip_cuts_gomory '2' -mip_cuts_gubcovers '0' -mip_cuts_implied '1' -mip_cuts_mcfcut '1' -mip_cuts_mircut '2' -mip_cuts_pathcut '1' -mip_cuts_zerohalfcut '1' -mip_limits_aggforcut '38146' -mip_limits_cutpasses '10986' -mip_limits_cutsfactor '1.3836073949055836' -mip_limits_gomorycand '6' -mip_limits_gomorypass '1479' -mip_limits_strongcand '885' -mip_limits_strongit '14709' -mip_limits_submipnodelim '55' -mip_ordertype '2' -mip_strategy_backtrack '0.657049238710828' -mip_strategy_bbinterval '19857' -mip_strategy_branch '1' -mip_strategy_dive '1' -mip_strategy_file '1' -mip_strategy_fpheur '-1' -mip_strategy_heuristicfreq '11767.58730941941' -mip_strategy_lbheur 'no' -mip_strategy_nodeselect '3' -mip_strategy_order 'yes' -mip_strategy_presolvenode '3' -mip_strategy_probe '-1' -mip_strategy_rinsheur '39415' -mip_strategy_search '0' -mip_strategy_startalgorithm '4' -mip_strategy_subalgorithm '2' -mip_strategy_variableselect '3' -network_netfind '3' -network_pricing '2' -perturbation_constant '0.12846790722861262' -preprocessing_aggregator '44012' -preprocessing_boundstrength '-1' -preprocessing_coeffreduce '-1' -preprocessing_dependency '0' -preprocessing_dual '0' -preprocessing_fill '32' -preprocessing_linear '0' -preprocessing_numpass '59136' -preprocessing_reduce '3' -preprocessing_relax '-1' -preprocessing_repeatpresolve '3' -preprocessing_symmetry '5' -read_scale '0' -sifting_algorithm '2' -simplex_crash '-1' -simplex_dgradient '0' -simplex_limits_perturbation '57531' -simplex_limits_singularity '30' -simplex_perturbation_switch 'yes' -simplex_pgradient '-1' -simplex_pricing '56625' -simplex_refactor '9216.841303849114' -simplex_tolerances_markowitz '4.684729811334689E-4'
65,-barrier_algorithm '0' -barrier_crossover '2' -barrier_limits_corrections '2057' -barrier_limits_growth '20271.188032144917' -barrier_ordering '0' -barrier_startalg '2' -emphasis_memory 'no' -emphasis_mip '4' -emphasis_numerical 'yes' -feasopt_mode '4' -lpmethod '5' -mip_cuts_cliques '1' -mip_cuts_covers '1' -mip_cuts_disjunctive '3' -mip_cuts_flowcovers '1' -mip_cuts_gomory '0' -mip_cuts_gubcovers '-1' -mip_cuts_implied '2' -mip_cuts_mcfcut '-1' -mip_cuts_mircut '-1' -mip_cuts_pathcut '1' -mip_cuts_zerohalfcut '1' -mip_limits_aggforcut '8793' -mip_limits_cutpasses '36795' -mip_limits_cutsfactor '209.6723275485438' -mip_limits_gomorycand '1504' -mip_limits_gomorypass '48411' -mip_limits_submipnodelim '27919' -mip_ordertype '0' -mip_strategy_backtrack '0.4303241834075461' -mip_strategy_bbinterval '1582' -mip_strategy_branch '1' -mip_strategy_dive '0' -mip_strategy_file '1' -mip_strategy_fpheur '0' -mip_strategy_heuristicfreq '59765.22178429309' -mip_strategy_lbheur 'no' -mip_strategy_nodeselect '2' -mip_strategy_presolvenode '1' -mip_strategy_probe '2' -mip_strategy_rinsheur '11777' -mip_strategy_search '2' -mip_strategy_startalgorithm '4' -mip_strategy_subalgorithm '4' -mip_strategy_variableselect '0' -network_netfind '2' -network_pricing '0' -perturbation_constant '2.524440612795077E-4' -preprocessing_aggregator '1961' -preprocessing_boundstrength '-1' -preprocessing_coeffreduce '2' -preprocessing_dependency '3' -preprocessing_dual '1' -preprocessing_fill '1' -preprocessing_linear '1' -preprocessing_numpass '42441' -preprocessing_reduce '3' -preprocessing_relax '0' -preprocessing_repeatpresolve '2' -preprocessing_symmetry '1' -read_scale '-1' -sifting_algorithm '4' -simplex_crash '1' -simplex_dgradient '4' -simplex_limits_perturbation '57661' -simplex_limits_singularity '14' -simplex_perturbation_switch 'yes' -simplex_pgradient '1' -simplex_pricing '3865' -simplex_refactor '7665.142317382267' -simplex_tolerances_markowitz '7.235509826783417E-4'
66,-barrier_algorithm '0' -barrier_crossover '-1' -barrier_limits_corrections '8761' -barrier_limits_growth '275601.71053265117' -barrier_ordering '2' -barrier_startalg '2' -emphasis_memory 'no' -emphasis_mip '0' -emphasis_numerical 'yes' -feasopt_mode '0' -lpmethod '5' -mip_cuts_cliques '2' -mip_cuts_covers '0' -mip_cuts_disjunctive '3' -mip_cuts_flowcovers '1' -mip_cuts_gomory '-1' -mip_cuts_gubcovers '0' -mip_cuts_implied '1' -mip_cuts_mcfcut '-1' -mip_cuts_mircut '-1' -mip_cuts_pathcut '2' -mip_cuts_zerohalfcut '1' -mip_limits_aggforcut '19571' -mip_limits_cutpasses '2053' -mip_limits_cutsfactor '1843.3025960697394' -mip_limits_gomorycand '21018' -mip_limits_gomorypass '33715' -mip_limits_submipnodelim '879' -mip_ordertype '1' -mip_strategy_backtrack '0.04503268043164177' -mip_strategy_bbinterval '296' -mip_strategy_branch '1' -mip_strategy_dive '3' -mip_strategy_file '0' -mip_strategy_fpheur '-1' -mip_strategy_heuristicfreq '32548.703485435348' -mip_strategy_lbheur 'no' -mip_strategy_nodeselect '0' -mip_strategy_order 'yes' -mip_strategy_presolvenode '0' -mip_strategy_probe '1' -mip_strategy_rinsheur '5489' -mip_strategy_search '0' -mip_strategy_startalgorithm '2' -mip_strategy_subalgorithm '1' -mip_strategy_variableselect '0' -network_netfind '2' -network_pricing '0' -perturbation_constant '2.4757170899633573E-8' -preprocessing_aggregator '30488' -preprocessing_boundstrength '1' -preprocessing_coeffreduce '3' -preprocessing_dependency '3' -preprocessing_dual '-1' -preprocessing_fill '35' -preprocessing_linear '0' -preprocessing_numpass '43047' -preprocessing_reduce '2' -preprocessing_relax '1' -preprocessing_repeatpresolve '0' -preprocessing_symmetry '-1' -read_scale '1' -sifting_algorithm '0' -simplex_crash '1' -simplex_dgradient '3' -simplex_limits_perturbation '65102' -simplex_limits_singularity '832' -simplex_perturbation_switch 'yes' -simplex_pgradient '3' -simplex_pricing '19371' -simplex_refactor '5607.875610304327' -simplex_tolerances_markowitz '0.003261488777806971'
67,-barrier_algorithm '2' -barrier_crossover '2' -barrier_limits_corrections '56285' -barrier_limits_growth '1.9426245278697998E10' -barrier_ordering '1' -barrier_startalg '4' -emphasis_memory 'no' -emphasis_mip '1' -emphasis_numerical 'yes' -feasopt_mode '0' -lpmethod '1' -mip_cuts_cliques '0' -mip_cuts_covers '1' -mip_cuts_disjunctive '3' -mip_cuts_flowcovers '1' -mip_cuts_gomory '2' -mip_cuts_gubcovers '-1' -mip_cuts_implied '1' -mip_cuts_mcfcut '2' -mip_cuts_mircut '-1' -mip_cuts_pathcut '1' -mip_cuts_zerohalfcut '0' -mip_limits_aggforcut '16519' -mip_limits_cutpasses '20648' -mip_limits_cutsfactor '8.030023947325642' -mip_limits_gomorycand '31' -mip_limits_gomorypass '16858' -mip_limits_submipnodelim '64' -mip_ordertype '0' -mip_strategy_backtrack '0.7048316442222713' -mip_strategy_bbinterval '133' -mip_strategy_branch '1' -mip_strategy_dive '2' -mip_strategy_file '1' -mip_strategy_fpheur '-1' -mip_strategy_heuristicfreq '12220.88506699702' -mip_strategy_lbheur 'no' -mip_strategy_nodeselect '2' -mip_strategy_presolvenode '3' -mip_strategy_probe '0' -mip_strategy_rinsheur '62483' -mip_strategy_search '0' -mip_strategy_startalgorithm '5' -mip_strategy_subalgorithm '4' -mip_strategy_variableselect '2' -network_netfind '2' -network_pricing '0' -perturbation_constant '0.03260678019393559' -preprocessing_aggregator '19505' -preprocessing_boundstrength '1' -preprocessing_coeffreduce '2' -preprocessing_dependency '3' -preprocessing_dual '-1' -preprocessing_fill '4' -preprocessing_linear '1' -preprocessing_numpass '47864' -preprocessing_reduce '2' -preprocessing_relax '1' -preprocessing_repeatpresolve '0' -preprocessing_symmetry '5' -read_scale '1' -sifting_algorithm '2' -simplex_crash '0' -simplex_dgradient '2' -simplex_limits_perturbation '25088' -simplex_limits_singularity '54' -simplex_perturbation_switch 'yes' -simplex_pgradient '3' -simplex_pricing '61939' -simplex_refactor '4389.8667358033135' -simplex_tolerances_markowitz '0.0015502976671463611'
68,-barrier_algorithm '1' -barrier_crossover '0' -barrier_limits_corrections '2840' -barrier_limits_growth '5.37594910293448E8' -barrier_ordering '0' -barrier_startalg '3' -emphasis_memory 'no' -emphasis_mip '3' -emphasis_numerical 'yes' -feasopt_mode '5' -lpmethod '6' -mip_cuts_cliques '2' -mip_cuts_covers '0' -mip_cuts_disjunctive '-1' -mip_cuts_flowcovers '1' -mip_cuts_gomory '1' -mip_cuts_gubcovers '2' -mip_cuts_implied '1' -mip_cuts_mcfcut '2' -mip_cuts_mircut '2' -mip_cuts_pathcut '2' -mip_cuts_zerohalfcut '0' -mip_limits_aggforcut '63754' -mip_limits_cutpasses '35132' -mip_limits_cutsfactor '277.3788147723364' -mip_limits_gomorycand '38488' -mip_limits_gomorypass '50836' -mip_limits_submipnodelim '4' -mip_ordertype '0' -mip_strategy_backtrack '0.5704403553846977' -mip_strategy_bbinterval '70' -mip_strategy_branch '-1' -mip_strategy_dive '2' -mip_strategy_file '1' -mip_strategy_fpheur '0' -mip_strategy_heuristicfreq '61801.62411142553' -mip_strategy_lbheur 'no' -mip_strategy_nodeselect '3' -mip_strategy_presolvenode '-1' -mip_strategy_probe '-1' -mip_strategy_rinsheur '35964' -mip_strategy_search '1' -mip_strategy_startalgorithm '6' -mip_strategy_subalgorithm '5' -mip_strategy_variableselect '2' -network_netfind '3' -network_pricing '1' -perturbation_constant '0.027952566454677738' -preprocessing_aggregator '46960' -preprocessing_boundstrength '1' -preprocessing_coeffreduce '3' -preprocessing_dependency '1' -preprocessing_dual '1' -preprocessing_fill '1391' -preprocessing_linear '1' -preprocessing_numpass '42177' -preprocessing_reduce '3' -preprocessing_relax '0' -preprocessing_repeatpresolve '3' -preprocessing_symmetry '5' -read_scale '1' -sifting_algorithm '0' -simplex_crash '0' -simplex_dgradient '0' -simplex_limits_perturbation '48226' -simplex_limits_singularity '823' -simplex_perturbation_switch 'yes' -simplex_pgradient '0' -simplex_pricing '19033' -simplex_refactor '809.9915765762022' -simplex_tolerances_markowitz '0.008356613268615292'
69,-barrier_algorithm '1' -barrier_crossover '0' -barrier_limits_corrections '53022' -barrier_limits_growth '179385.7317123169' -barrier_ordering '3' -barrier_startalg '4' -emphasis_memory 'no' -emphasis_mip '2' -emphasis_numerical 'yes' -feasopt_mode '4' -lpmethod '2' -mip_cuts_cliques '-1' -mip_cuts_covers '2' -mip_cuts_disjunctive '2' -mip_cuts_flowcovers '1' -mip_cuts_gomory '1' -mip_cuts_gubcovers '1' -mip_cuts_implied '-1' -mip_cuts_mcfcut '1' -mip_cuts_mircut '-1' -mip_cuts_pathcut '2' -mip_cuts_zerohalfcut '-1' -mip_limits_aggforcut '5005' -mip_limits_cutpasses '20818' -mip_limits_cutsfactor '3707.8218181364596' -mip_limits_gomorycand '24' -mip_limits_gomorypass '30811' -mip_limits_submipnodelim '106' -mip_ordertype '2' -mip_strategy_backtrack '0.4674296720777533' -mip_strategy_bbinterval '134' -mip_strategy_branch '-1' -mip_strategy_dive '2' -mip_strategy_file '1' -mip_strategy_fpheur '-1' -mip_strategy_heuristicfreq '24714.122731694697' -mip_strategy_lbheur 'yes' -mip_strategy_nodeselect '1' -mip_strategy_order 'no' -mip_strategy_presolvenode '0' -mip_strategy_probe '3' -mip_strategy_rinsheur '21983' -mip_strategy_search '2' -mip_strategy_startalgorithm '4' -mip_strategy_subalgorithm '1' -mip_strategy_variableselect '2' -network_netfind '2' -network_pricing '1' -perturbation_constant '0.002776445859109695' -preprocessing_aggregator '25632' -preprocessing_boundstrength '1' -preprocessing_coeffreduce '3' -preprocessing_dependency '1' -preprocessing_dual '1' -preprocessing_fill '65' -preprocessing_linear '0' -preprocessing_numpass '30035' -preprocessing_reduce '0' -preprocessing_relax '1' -preprocessing_repeatpresolve '0' -preprocessing_symmetry '5' -read_scale '1' -sifting_algorithm '3' -simplex_crash '1' -simplex_dgradient '4' -simplex_limits_perturbation '47621' -simplex_limits_singularity '412' -simplex_perturbation_switch 'yes' -simplex_pgradient '2' -simplex_pricing '42083' -simplex_refactor '603.16445715063' -simplex_tolerances_markowitz '0.009839403034454632'
70,-barrier_algorithm '3' -barrier_crossover '1' -barrier_limits_corrections '57175' -barrier_limits_growth '5.881241203500755E8' -barrier_ordering '3' -barrier_startalg '1' -emphasis_memory 'no' -emphasis_mip '1' -emphasis_numerical 'yes' -feasopt_mode '0' -lpmethod '2' -mip_cuts_cliques '3' -mip_cuts_covers '1' -mip_cuts_disjunctive '-1' -mip_cuts_flowcovers '0' -mip_cuts_gomory '-1' -mip_cuts_gubcovers '0' -mip_cuts_implied '-1' -mip_cuts_mcfcut '0' -mip_cuts_mircut '0' -mip_cuts_pathcut '0' -mip_cuts_zerohalfcut '-1' -mip_limits_aggforcut '38753' -mip_limits_cutpasses '20316' -mip_limits_cutsfactor '1.6236868632504768' -mip_limits_gomorycand '2103' -mip_limits_gomorypass '12131' -mip_limits_submipnodelim '2' -mip_ordertype '1' -mip_strategy_backtrack '0.2377381612979026' -mip_strategy_bbinterval '2' -mip_strategy_branch '1' -mip_strategy_dive '3' -mip_strategy_file '1' -mip_strategy_fpheur '-1' -mip_strategy_heuristicfreq '2231.947270403747' -mip_strategy_lbheur 'yes' -mip_strategy_nodeselect '3' -mip_strategy_order 'yes' -mip_strategy_presolvenode '-1' -mip_strategy_probe '0' -mip_strategy_rinsheur '22563' -mip_strategy_search '0' -mip_strategy_startalgorithm '1' -mip_strategy_subalgorithm '1' -mip_strategy_variableselect '0' -network_netfind '3' -network_pricing '1' -preprocessing_aggregator '62129' -preprocessing_boundstrength '0' -preprocessing_coeffreduce '2' -preprocessing_dependency '2' -preprocessing_dual '-1' -preprocessing_fill '3' -preprocessing_linear '0' -preprocessing_numpass '10881' -preprocessing_reduce '1' -preprocessing_relax '0' -preprocessing_repeatpresolve '-1' -preprocessing_symmetry '2' -read_scale '0' -sifting_algorithm '1' -simplex_crash '0' -simplex_dgradient '4' -simplex_limits_perturbation '38540' -simplex_limits_singularity '675' -simplex_perturbation_switch 'no' -simplex_pgradient '1' -simplex_pricing '13573' -simplex_refactor '4181.311734345827' -simplex_tolerances_markowitz '1.3808777691694707E-4'
71,-barrier_algorithm '0' -barrier_crossover '2' -barrier_limits_corrections '25335' -barrier_limits_growth '3.00914383680598E12' -barrier_ordering '0' -barrier_startalg '1' -emphasis_memory 'no' -emphasis_mip '4' -emphasis_numerical 'no' -feasopt_mode '1' -lpmethod '6' -mip_cuts_cliques '3' -mip_cuts_covers '0' -mip_cuts_disjunctive '3' -mip_cuts_flowcovers '2' -mip_cuts_gomory '0' -mip_cuts_gubcovers '-1' -mip_cuts_implied '2' -mip_cuts_mcfcut '0' -mip_cuts_mircut '1' -mip_cuts_pathcut '1' -mip_cuts_zerohalfcut '-1' -mip_limits_aggforcut '6739' -mip_limits_cutpasses '39327' -mip_limits_cutsfactor '4.532224925435075' -mip_limits_gomorycand '19994' -mip_limits_gomorypass '16122' -mip_limits_submipnodelim '83' -mip_ordertype '1' -mip_strategy_backtrack '0.08510131197614434' -mip_strategy_bbinterval '29' -mip_strategy_branch '0' -mip_strategy_dive '1' -mip_strategy_file '1' -mip_strategy_fpheur '2' -mip_strategy_heuristicfreq '54815.87297521806' -mip_strategy_lbheur 'yes' -mip_strategy_nodeselect '0' -mip_strategy_order 'yes' -mip_strategy_presolvenode '1' -mip_strategy_probe '1' -mip_strategy_rinsheur '22140' -mip_strategy_search '2' -mip_strategy_startalgorithm '3' -mip_strategy_subalgorithm '1' -mip_strategy_variableselect '1' -network_netfind '2' -network_pricing '1' -preprocessing_aggregator '16624' -preprocessing_boundstrength '-1' -preprocessing_coeffreduce '2' -preprocessing_dependency '1' -preprocessing_dual '0' -preprocessing_fill '8' -preprocessing_linear '0' -preprocessing_numpass '459' -preprocessing_reduce '2' -preprocessing_relax '1' -preprocessing_repeatpresolve '3' -preprocessing_symmetry '5' -read_scale '-1' -sifting_algorithm '4' -simplex_crash '0' -simplex_dgradient '3' -simplex_limits_perturbation '55721' -simplex_limits_singularity '2885' -simplex_perturbation_switch 'no' -simplex_pgradient '0' -simplex_pricing '29450' -simplex_refactor '1410.050923353834' -simplex_tolerances_markowitz '3.6875475050512967E-4'
72,-barrier_algorithm '0' -barrier_crossover '2' -barrier_limits_corrections '44848' -barrier_limits_growth '1.0578866998719779E8' -barrier_ordering '1' -barrier_startalg '3' -emphasis_memory 'no' -emphasis_mip '3' -emphasis_numerical 'no' -feasopt_mode '2' -lpmethod '1' -mip_cuts_cliques '0' -mip_cuts_covers '0' -mip_cuts_disjunctive '1' -mip_cuts_flowcovers '-1' -mip_cuts_gomory '2' -mip_cuts_gubcovers '1' -mip_cuts_implied '1' -mip_cuts_mcfcut '0' -mip_cuts_mircut '1' -mip_cuts_pathcut '2' -mip_cuts_zerohalfcut '0' -mip_limits_aggforcut '27280' -mip_limits_cutpasses '16217' -mip_limits_cutsfactor '88.4175265052032' -mip_limits_gomorycand '881' -mip_limits_gomorypass '38257' -mip_limits_submipnodelim '816' -mip_ordertype '1' -mip_strategy_backtrack '0.8826187725123271' -mip_strategy_bbinterval '2619' -mip_strategy_branch '-1' -mip_strategy_dive '1' -mip_strategy_file '0' -mip_strategy_fpheur '1' -mip_strategy_heuristicfreq '20330.387029926023' -mip_strategy_lbheur 'yes' -mip_strategy_nodeselect '0' -mip_strategy_order 'no' -mip_strategy_presolvenode '0' -mip_strategy_probe '3' -mip_strategy_rinsheur '28943' -mip_strategy_search '1' -mip_strategy_startalgorithm '1' -mip_strategy_subalgorithm '0' -mip_strategy_variableselect '0' -network_netfind '2' -network_pricing '2' -preprocessing_aggregator '57048' -preprocessing_boundstrength '-1' -preprocessing_coeffreduce '3' -preprocessing_dependency '2' -preprocessing_dual '1' -preprocessing_fill '6625' -preprocessing_linear '0' -preprocessing_numpass '53176' -preprocessing_reduce '3' -preprocessing_relax '1' -preprocessing_repeatpresolve '2' -preprocessing_symmetry '0' -read_scale '-1' -sifting_algorithm '2' -simplex_crash '0' -simplex_dgradient '1' -simplex_limits_perturbation '55255' -simplex_limits_singularity '8' -simplex_perturbation_switch 'no' -simplex_pgradient '0' -simplex_pricing '44660' -simplex_refactor '9047.833886357059' -simplex_tolerances_markowitz '0.05949588348364209'
